Time,HipCenterX,HipCenterY,HipCenterZ,SpineX,SpineY,SpineZ,ShoulderCenterX,ShoulderCenterY,ShoulderCenterZ,HeadX,HeadY,HeadZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,WristLeftX,WristLeftY,WristLeftZ,HandLeftX,HandLeftY,HandLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristRightX,WristRightY,WristRightZ,HandRightX,HandRightY,HandRightZ,HipLeftX,HipLeftY,HipLeftZ,KneeLeftX,KneeLeftY,KneeLeftZ,AnkleLeftX,AnkleLeftY,AnkleLeftZ,FootLeftX,FootLeftY,FootLeftZ,HipRightX,HipRightY,HipRightZ,KneeRightX,KneeRightY,KneeRightZ,AnkleRightX,AnkleRightY,AnkleRightZ,FootRightX,FootRightY,FootRightZ,
00:00:00.0740496,-0.005127177,0.1980627,2.173348,-0.003105319,0.148533,2.21283,0.008144705,-0.1225691,2.197943,0.01010426,-0.3004895,2.173106,0.1504129,-0.0402229,2.210645,0.3247271,0.09125446,2.228487,0.3871197,-0.0520501,2.129715,0.409263,-0.1438172,2.123169,-0.1504427,-0.03890885,2.20942,-0.3220578,0.07582437,2.180336,-0.3936442,-0.07970256,2.086375,-0.4110293,-0.1386636,2.083209,0.05984592,0.2674333,2.164423,0.1518609,0.6359851,1.944277,0.1720135,0.7969744,2.072837,,,,-0.07545488,0.263774,2.166874,-0.03579061,0.4713809,1.882958,-0.04397254,0.7283756,1.939466,-0.04331377,0.7675045,1.855037,
00:00:00.0940625,-0.004986763,0.1980782,2.173371,-0.00299576,0.148472,2.212511,0.00811688,-0.1224307,2.197416,0.01020047,-0.3004948,2.172481,0.1504956,-0.04034188,2.210505,0.3237148,0.09222369,2.226394,0.3874713,-0.0531932,2.127838,0.4087178,-0.142418,2.121917,-0.1505234,-0.03889974,2.209248,-0.3219262,0.07595496,2.180198,-0.3933903,-0.07875516,2.086189,-0.4110054,-0.1386234,2.08305,0.06005948,0.2674917,2.164413,0.1517928,0.6357557,1.944216,0.1705777,0.7964223,2.072871,,,,-0.075181,0.2638205,2.16719,-0.0356448,0.4717774,1.882923,-0.0433501,0.7290157,1.941097,-0.04268608,0.7681876,1.856666,
00:00:00.1130747,-0.004981469,0.1981407,2.173339,-0.002969904,0.1484396,2.212051,0.008488241,-0.1221422,2.196457,0.01065464,-0.300512,2.1716,0.1505816,-0.04028821,2.209989,0.3231442,0.09292254,2.225076,0.3879822,-0.05393019,2.126282,0.4083498,-0.139127,2.119723,-0.1504505,-0.03904564,2.208678,-0.3220212,0.07598125,2.18005,-0.3946477,-0.08184583,2.08482,-0.4117466,-0.1396047,2.08217,0.06006334,0.2675817,2.164515,0.150945,0.6392735,1.945493,0.1707362,0.7983382,2.075286,,,,-0.07522402,0.2638697,2.167169,-0.03568175,0.4719861,1.882876,-0.04374763,0.7297311,1.940979,-0.04306294,0.7689648,1.856575,
00:00:00.1440957,-0.004900965,0.1980826,2.17271,-0.002854698,0.1483919,2.211075,0.008740914,-0.1221758,2.196014,0.01105155,-0.3001454,2.170824,0.1507132,-0.0403511,2.209593,0.3229101,0.09319898,2.224207,0.3889333,-0.0552814,2.124721,0.4084536,-0.1390705,2.119496,-0.1503756,-0.03941737,2.208189,-0.321426,0.07620317,2.180266,-0.3948561,-0.08156648,2.084343,-0.4123718,-0.1396674,2.081454,0.05999411,0.2676297,2.163576,0.1507537,0.638696,1.94532,0.1701488,0.797276,2.075204,,,,-0.07516275,0.2637201,2.166823,-0.03572915,0.4721994,1.882744,-0.04446275,0.7257211,1.938033,-0.04374307,0.7649186,1.853673,
00:00:00.1551030,-0.004890009,0.1980288,2.172657,-0.002853347,0.1482444,2.210642,0.00902753,-0.1221657,2.195413,0.01109079,-0.3002666,2.170314,0.1508248,-0.04051431,2.209368,0.3227113,0.09313064,2.223582,0.3869827,-0.05045778,2.12628,0.4088119,-0.139524,2.119407,-0.1501517,-0.03954407,2.207656,-0.3214111,0.07634135,2.180212,-0.3948877,-0.08005897,2.084217,-0.4128129,-0.1392324,2.080327,0.05998934,0.2676131,2.163553,0.1497235,0.6398746,1.944975,0.169421,0.7971268,2.075729,0.1702255,0.8363223,1.991472,-0.07519383,0.2635573,2.166858,-0.03666764,0.472973,1.883212,-0.04379285,0.7257193,1.939107,-0.04298837,0.7649148,1.854849,
00:00:00.2101400,-0.004879892,0.1979357,2.172557,-0.002806552,0.1480269,2.210052,0.009232996,-0.1218152,2.194246,0.01114135,-0.3001217,2.169601,0.150977,-0.04069004,2.208818,0.3230868,0.09264951,2.222236,0.3874598,-0.05130102,2.125539,0.4090193,-0.1395532,2.119349,-0.1501635,-0.03971311,2.207227,-0.3212786,0.07642294,2.180143,-0.3950171,-0.07993362,2.083662,-0.4132201,-0.1388209,2.079535,0.06001956,0.2675808,2.163497,0.1495907,0.6384937,1.944371,0.1668666,0.796015,2.074661,0.1676362,0.8353195,1.990353,-0.07527974,0.2634167,2.166894,-0.03664358,0.4726062,1.882924,-0.04356583,0.7254955,1.93914,-0.04279615,0.7648,1.854831,
00:00:00.2411598,-0.004673128,0.1980058,2.171686,-0.002567081,0.1480431,2.208709,0.00942931,-0.1220008,2.193339,0.01117997,-0.3004982,2.168717,0.1510565,-0.0408063,2.208613,0.3226391,0.09211224,2.221052,0.3885596,-0.05117343,2.124358,0.4089776,-0.1385192,2.118143,-0.1501951,-0.03976365,2.207071,-0.3209481,0.07656392,2.180085,-0.3951451,-0.07973801,2.083217,-0.4133953,-0.1385322,2.078879,0.06011091,0.2675107,2.162973,0.1493545,0.6376945,1.943796,0.1664896,0.7947596,2.074108,0.1672442,0.8341001,1.989732,-0.07501724,0.2637141,2.165916,-0.03667329,0.4725548,1.883096,-0.0436727,0.7255238,1.939327,-0.04291813,0.7648643,1.854951,
00:00:00.2601732,-0.004652717,0.1979728,2.17166,-0.002485425,0.1479341,2.20827,0.009616528,-0.1219547,2.192879,0.01092639,-0.3007523,2.16728,0.1511612,-0.04093602,2.207942,0.3225001,0.0915106,2.219794,0.38799,-0.05313317,2.123016,0.4079114,-0.1394552,2.116824,-0.1501629,-0.0399112,2.206747,-0.32052,0.07688512,2.179753,-0.3953631,-0.07946664,2.082986,-0.4137686,-0.1385215,2.078399,0.06011892,0.2674977,2.162977,0.14931,0.6370519,1.943185,0.1670817,0.7936845,2.073468,0.1677394,0.8330867,1.989035,-0.07501961,0.2636662,2.165934,-0.03670948,0.4726996,1.883053,-0.042742,0.7263333,1.940515,-0.04208428,0.7657354,1.856082,
00:00:00.2901928,-0.004626011,0.1979454,2.17144,-0.002381813,0.1478382,2.207541,0.009928009,-0.1217867,2.192048,0.01097735,-0.3000093,2.165744,0.1514485,-0.04132012,2.207514,0.3223777,0.09122144,2.218695,0.3879355,-0.05427613,2.121314,0.4072139,-0.1404219,2.115765,-0.1502555,-0.04009556,2.206604,-0.3195295,0.07748415,2.179434,-0.3952731,-0.07777404,2.082633,-0.413794,-0.1380519,2.0778,0.06010991,0.2674739,2.162874,0.1505299,0.6407047,1.945151,0.1674058,0.7971605,2.075276,,,,-0.07504033,0.2637233,2.165818,-0.03674457,0.4732969,1.882984,-0.04271513,0.7264076,1.940731,-0.04214403,0.7658574,1.856301,
00:00:00.3452297,-0.004369816,0.1978023,2.17063,-0.002121249,0.147705,2.206317,0.009883253,-0.1218149,2.191253,0.01091131,-0.299931,2.164664,0.1514988,-0.04146734,2.206954,0.3224546,0.09113137,2.217688,0.3877332,-0.05622858,2.11899,0.4062999,-0.141278,2.114492,-0.1501499,-0.04015833,2.206357,-0.3189639,0.07794436,2.17906,-0.3951958,-0.07702127,2.082329,-0.4137985,-0.1375666,2.077204,0.06044948,0.267347,2.161751,0.1506515,0.6393464,1.94463,0.1670706,0.7962513,2.073906,0.1675519,0.8357126,1.989445,-0.0748225,0.263521,2.16543,-0.03672592,0.4734385,1.883093,-0.04260455,0.7265734,1.940989,-0.04212329,0.7660347,1.856528,
00:00:00.3592390,-0.004398208,0.1981194,2.17036,-0.002123796,0.1479324,2.205636,0.009777903,-0.1217884,2.190691,0.01065984,-0.3003221,2.164159,0.1516496,-0.04156942,2.206307,0.3224763,0.09117011,2.216809,0.3833933,-0.05348101,2.118587,0.40417,-0.1413211,2.112653,-0.1499481,-0.04014343,2.205967,-0.3188368,0.07833698,2.17865,-0.3950998,-0.07670079,2.08181,-0.4140691,-0.136653,2.076381,0.06039747,0.267529,2.161655,0.1509524,0.6405908,1.945248,0.1681849,0.7963063,2.075276,0.1685905,0.8357921,1.990819,-0.0748107,0.2638317,2.165227,-0.03678874,0.4736227,1.8832,-0.04256707,0.7266141,1.941169,-0.04216146,0.7660999,1.856712,
00:00:00.3902600,-0.004374156,0.1981598,2.170288,-0.002037027,0.1479073,2.205124,0.01009676,-0.1216604,2.190062,0.01080975,-0.3003516,2.163482,0.1518591,-0.04223423,2.20579,0.3221363,0.09077819,2.215118,0.3831254,-0.05373412,2.116688,0.4034007,-0.1414402,2.111344,-0.149779,-0.04042748,2.205667,-0.3187308,0.07861478,2.178602,-0.3950956,-0.07629334,2.08146,-0.4142467,-0.1362694,2.075936,0.06038994,0.2675325,2.161652,0.1511813,0.6412221,1.945599,0.167729,0.7962865,2.075974,0.1680629,0.8357996,1.991559,-0.07480012,0.2638856,2.165208,-0.0367686,0.4739067,1.883056,-0.04290934,0.7256728,1.940713,-0.04257536,0.7651859,1.856297,
00:00:00.4202796,-0.00440041,0.1981483,2.170266,-0.00202797,0.1477768,2.204631,0.01021307,-0.1213451,2.189076,0.01085091,-0.299801,2.162486,0.1519165,-0.04226081,2.20523,0.3220648,0.09025112,2.213671,0.3838361,-0.05433381,2.115012,0.4030258,-0.1416405,2.109859,-0.1497522,-0.0402983,2.20541,-0.3181709,0.07880287,2.178648,-0.3951617,-0.07614784,2.081426,-0.4142728,-0.1356684,2.075639,0.06037686,0.2675475,2.161641,0.1512307,0.6415974,1.945786,0.1674416,0.7964503,2.076016,0.1676866,0.8360413,1.991608,-0.07501937,0.2637668,2.165401,-0.03692287,0.4740054,1.883072,-0.04315755,0.7263711,1.941621,-0.04291259,0.7659621,1.857213,
00:00:00.4563031,-0.004409964,0.1982162,2.170272,-0.001971872,0.1477622,2.20415,0.01057408,-0.1212422,2.188507,0.01112425,-0.2992418,2.161255,0.1521468,-0.04223163,2.204762,0.3218823,0.09023371,2.212836,0.3851304,-0.05648632,2.112363,0.4023742,-0.1405966,2.108075,-0.1498078,-0.04033015,2.20531,-0.3182635,0.07888902,2.178423,-0.3952027,-0.07604106,2.081323,-0.4143975,-0.1354357,2.075552,0.0603237,0.2676617,2.161841,0.1507115,0.6418874,1.94534,0.1677493,0.7948682,2.077024,0.1678927,0.8345127,1.992608,-0.0751411,0.2640524,2.165415,-0.0368885,0.4745236,1.882798,-0.04282056,0.7262901,1.942011,-0.04267716,0.7659345,1.857594,
00:00:00.5083373,-0.004336884,0.1983664,2.170161,-0.001889311,0.1478461,2.203513,0.01050367,-0.1211243,2.187929,0.01122665,-0.2991093,2.160701,0.1520473,-0.04226767,2.20371,0.321715,0.09044494,2.211421,0.3864438,-0.05737741,2.11041,0.4033414,-0.138691,2.105618,-0.1492694,-0.04019659,2.204342,-0.3178951,0.07895707,2.178536,-0.3952795,-0.07593848,2.081351,-0.4143707,-0.134629,2.075588,0.06041482,0.2678484,2.16169,0.151248,0.6404977,1.945398,0.1678304,0.793595,2.076735,0.1679455,0.8332193,1.992451,-0.07507335,0.2640662,2.165477,-0.03750646,0.4750021,1.882783,-0.0400698,0.727599,1.947262,-0.03995469,0.7672232,1.862978,
00:00:00.5323548,-0.004393619,0.1984166,2.170182,-0.001885521,0.1478173,2.203047,0.0105508,-0.1210116,2.187493,0.01103501,-0.2991384,2.160368,0.1520528,-0.04238364,2.20325,0.3218253,0.09094271,2.210602,0.3848928,-0.05209994,2.11119,0.4037873,-0.1382456,2.104311,-0.1492745,-0.04020144,2.204288,-0.317959,0.07899923,2.178448,-0.3953436,-0.07578358,2.081228,-0.4143524,-0.1346043,2.075415,0.06028713,0.2679739,2.161723,0.1509167,0.6406099,1.945229,0.168116,0.7931658,2.076759,0.1681145,0.8327894,1.99256,-0.07522535,0.2641036,2.165769,-0.03754741,0.4753199,1.882751,-0.04026586,0.7276196,1.946916,-0.0402674,0.7672432,1.862717,
00:00:00.5573714,-0.004405942,0.1983562,2.170027,-0.001839763,0.1477087,2.202407,0.01069874,-0.1210355,2.187133,0.01108703,-0.2992113,2.160049,0.1521388,-0.043095,2.202792,0.3216381,0.0913922,2.209777,0.38483,-0.05174477,2.110584,0.4038252,-0.1378616,2.103447,-0.1493457,-0.04044759,2.204116,-0.3179107,0.07916979,2.178445,-0.3953526,-0.07571081,2.081213,-0.4143885,-0.1345226,2.075338,0.06028441,0.267921,2.161676,0.1504095,0.6392983,1.943967,0.1679032,0.7917603,2.075299,0.1678107,0.8313643,1.991179,-0.07530555,0.2640893,2.165614,-0.03769556,0.4754164,1.882723,-0.04002541,0.7279128,1.946993,-0.04011789,0.7675169,1.862873,
00:00:00.5913925,-0.004195168,0.1987953,2.169293,-0.001590751,0.1482066,2.201254,0.01054061,-0.1203946,2.186546,0.01122754,-0.2988116,2.159421,0.1521351,-0.04281764,2.201978,0.3215785,0.09146637,2.209008,0.3849862,-0.05191531,2.110345,0.4039839,-0.1374962,2.102766,-0.1493442,-0.04045777,2.204104,-0.3177649,0.07927769,2.178448,-0.3953238,-0.07547377,2.081311,-0.4143552,-0.1344354,2.075381,0.06061517,0.2682609,2.160961,0.1504167,0.6401374,1.944367,0.1699052,0.790709,2.077135,0.1695948,0.8302383,1.993139,-0.07509489,0.2645718,2.164959,-0.03760413,0.4748764,1.882444,-0.03773648,0.728838,1.95078,-0.0380469,0.7683673,1.866783,
00:00:00.6404254,-0.004026143,0.1990149,2.168562,-0.00134843,0.1484108,2.200291,0.01082505,-0.120427,2.186311,0.01143006,-0.2984922,2.159111,0.152338,-0.04276596,2.2015,0.3216068,0.09174051,2.208409,0.3854618,-0.05119193,2.10932,0.4040067,-0.1370934,2.102022,-0.1492921,-0.04051344,2.203927,-0.3175473,0.07934487,2.178443,-0.3952004,-0.07530458,2.081288,-0.414291,-0.1344585,2.075369,0.0607095,0.2684523,2.160107,0.1505413,0.6407905,1.944721,0.1680422,0.7924332,2.076398,0.1676504,0.8318864,1.992472,-0.07496624,0.264848,2.164271,-0.03768997,0.4748942,1.882436,-0.03833834,0.7291018,1.95012,-0.03873013,0.768555,1.866194,
